













KERALA ,2002,1.0847
TAMIL NADU,2002,0





KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997





KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997






KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997







KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997








KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997









KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997










KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997











KERALA ,2002,1.0847
TAMIL NADU,2002,0

KERALA ,2003,1.08453
TAMIL NADU,2003,0.00129997








